OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue,Year,Month,MonthName,Quarter,YearMonth,OrderCount,CustomerType
527452,105938,2025-08-25,2016,1,15,Gateway,Completed,45,Tabriz,2023-12-06,Regular,Monitor,Electronics,21,18,18,2025,8,August,Q3,2025-08,10,Repeat Customer
527453,105300,2024-07-11,2014,4,0,Wallet,Completed,41,Kerman,2025-05-24,Regular,Backpack,Accessories,42,168,168,2024,7,July,Q3,2024-07,9,Repeat Customer
527454,102622,2024-01-11,2013,1,5,CardToCard,Completed,36,Karaj,2025-02-10,New,Notebook,Stationery,7,7,7,2024,1,January,Q1,2024-01,10,Repeat Customer
527455,107753,2025-06-18,2003,1,5,Wallet,Completed,27,Shiraz,2023-05-08,New,USB-C Cable,Accessories,9,9,9,2025,6,June,Q2,2025-06,5,Repeat Customer
527456,101357,2026-01-14,2018,2,0,CardToCard,Completed,34,Mashhad,2024-04-14,Regular,Microphone,Electronics,85,170,170,2026,1,January,Q1,2026-01,8,Repeat Customer
527457,101573,2025-08-27,2014,5,0,Gateway,Completed,53,Tabriz,2024-01-05,Regular,Backpack,Accessories,42,210,210,2025,8,August,Q3,2025-08,7,Repeat Customer
527458,100418,2025-03-24,2014,2,0,Wallet,Completed,23,Kerman,2023-12-10,VIP,Backpack,Accessories,42,84,84,2025,3,March,Q1,2025-03,7,Repeat Customer
527459,106423,2024-05-03,2012,2,0,CardToCard,Completed,26,Tabriz,2024-09-08,Regular,Office Chair,Home Office,180,360,360,2024,5,May,Q2,2024-05,2,Repeat Customer
527460,106797,2024-03-14,2014,2,10,Wallet,Completed,21,Isfahan,2024-02-11,New,Backpack,Accessories,42,76,76,2024,3,March,Q1,2024-03,2,Repeat Customer
527461,108354,2024-08-30,2001,1,15,CardToCard,Completed,47,Karaj,2025-02-02,Regular,Wireless Mouse,Electronics,18,15,15,2024,8,August,Q3,2024-08,6,Repeat Customer
527462,102135,2026-05-15,2013,4,30,CardToCard,Completed,39,Mashhad,2023-09-05,New,Notebook,Stationery,7,20,20,2026,5,May,Q2,2026-05,9,Repeat Customer
527463,105685,2025-02-03,2008,2,0,Gateway,Completed,44,Karaj,2024-07-10,New,Phone Case,Accessories,14,28,28,2025,2,February,Q1,2025-02,4,Repeat Customer
527464,104311,2025-11-26,2003,1,10,Gateway,Completed,42,Tehran,2023-01-04,Regular,USB-C Cable,Accessories,9,8,8,2025,11,November,Q4,2025-11,7,Repeat Customer
527465,109769,2024-01-12,2019,1,0,CardToCard,Completed,51,Tehran,2023-07-27,New,Tablet,Electronics,260,260,260,2024,1,January,Q1,2024-01,10,Repeat Customer
527466,105902,2025-02-12,2019,2,5,Wallet,Completed,25,Mashhad,2025-11-22,New,Tablet,Electronics,260,494,494,2025,2,February,Q1,2025-02,4,Repeat Customer
527467,106588,2024-08-01,2016,1,0,Gateway,Completed,41,Tehran,2024-01-08,New,Monitor,Electronics,21,21,21,2024,8,August,Q3,2024-08,5,Repeat Customer
527468,103563,2026-05-02,2013,1,0,Gateway,Completed,38,Ahvaz,2023-04-11,Regular,Notebook,Stationery,7,7,7,2026,5,May,Q2,2026-05,13,Repeat Customer
527469,107309,2024-06-20,2004,1,15,Gateway,Completed,54,Tehran,2025-09-29,New,Power Bank,Electronics,35,30,30,2024,6,June,Q2,2024-06,7,Repeat Customer
527470,100370,2024-02-13,2016,2,0,Cash,Completed,55,Mashhad,2025-12-06,Regular,Monitor,Electronics,21,42,42,2024,2,February,Q1,2024-02,3,Repeat Customer
527471,108726,2024-05-19,2006,2,0,CardToCard,Completed,49,Kerman,2024-10-30,Regular,Webcam,Electronics,48,96,96,2024,5,May,Q2,2024-05,6,Repeat Customer
527472,105242,2024-02-24,2004,1,0,Cash,Completed,60,Tehran,2023-03-19,Regular,Power Bank,Electronics,35,35,35,2024,2,February,Q1,2024-02,7,Repeat Customer
527473,105821,2024-09-29,2018,1,15,CardToCard,Completed,47,Kerman,2024-02-07,Regular,Microphone,Electronics,85,72,72,2024,9,September,Q3,2024-09,4,Repeat Customer
527474,109389,2026-06-25,2004,2,20,CardToCard,Completed,38,Mashhad,2024-05-20,Regular,Power Bank,Electronics,35,56,56,2026,6,June,Q2,2026-06,3,Repeat Customer
527475,101633,2026-04-03,2017,3,15,CardToCard,Completed,22,Ahvaz,2024-04-29,Regular,HDMI Cable,Accessories,11,28,28,2026,4,April,Q2,2026-04,5,Repeat Customer
527476,101284,2025-05-09,2011,4,0,Cash,Completed,56,Tehran,2024-03-25,New,Desk Lamp,Home Office,32,128,128,2025,5,May,Q2,2025-05,5,Repeat Customer
527477,106374,2025-12-19,2003,1,0,Wallet,Completed,52,Kerman,2024-02-01,VIP,USB-C Cable,Accessories,9,9,9,2025,12,December,Q4,2025-12,6,Repeat Customer
527478,103762,2024-12-11,2014,2,5,Gateway,Completed,42,Tehran,2023-08-25,New,Backpack,Accessories,42,80,80,2024,12,December,Q4,2024-12,4,Repeat Customer
527479,105778,2026-02-12,2013,3,0,Cash,Cancelled,23,Isfahan,2025-07-19,New,Notebook,Stationery,7,21,21,2026,2,February,Q1,2026-02,9,Repeat Customer
527480,103146,2024-06-30,2008,2,5,Gateway,Completed,44,Shiraz,2025-02-09,New,Phone Case,Accessories,14,27,27,2024,6,June,Q2,2024-06,12,Repeat Customer
527481,104078,2024-12-14,2011,4,5,CardToCard,Completed,46,Karaj,2023-06-09,New,Desk Lamp,Home Office,32,122,122,2024,12,December,Q4,2024-12,7,Repeat Customer
527482,102410,2024-04-14,2008,1,5,Gateway,Completed,19,Tehran,2024-09-13,Regular,Phone Case,Accessories,14,13,13,2024,4,April,Q2,2024-04,5,Repeat Customer
527483,106375,2026-04-11,2016,1,20,Cash,Completed,25,Tehran,2023-04-18,Regular,Monitor,Electronics,21,17,17,2026,4,April,Q2,2026-04,8,Repeat Customer
527484,106313,2024-10-19,2013,1,15,Gateway,Completed,20,Shiraz,2023-03-23,New,Notebook,Stationery,7,6,6,2024,10,October,Q4,2024-10,6,Repeat Customer
527485,106759,2024-07-31,2008,1,0,Gateway,Completed,32,Mashhad,2024-06-04,Regular,Phone Case,Accessories,14,14,14,2024,7,July,Q3,2024-07,6,Repeat Customer
527486,103702,2024-07-10,2015,1,0,Wallet,Completed,29,Shiraz,2025-04-29,New,Bluetooth Speaker,Electronics,58,58,58,2024,7,July,Q3,2024-07,9,Repeat Customer
527487,104425,2025-02-13,2005,2,10,Gateway,Returned,33,Tabriz,2024-09-02,New,Laptop Stand,Accessories,28,50,50,2025,2,February,Q1,2025-02,5,Repeat Customer
527488,103141,2025-03-11,2003,1,0,CardToCard,Completed,41,Mashhad,2024-11-16,Regular,USB-C Cable,Accessories,9,9,9,2025,3,March,Q1,2025-03,7,Repeat Customer
527489,106086,2025-08-04,2007,2,0,Gateway,Completed,54,Kerman,2024-09-11,New,Headphones,Electronics,75,150,150,2025,8,August,Q3,2025-08,5,Repeat Customer
527490,101705,2025-11-30,2017,1,10,CardToCard,Completed,62,Isfahan,2023-07-17,New,HDMI Cable,Accessories,11,10,10,2025,11,November,Q4,2025-11,7,Repeat Customer
527491,100726,2025-08-30,2016,1,15,CardToCard,Completed,23,Ahvaz,2025-01-02,Regular,Monitor,Electronics,21,18,18,2025,8,August,Q3,2025-08,6,Repeat Customer
527492,103635,2025-03-01,2011,1,10,CardToCard,Completed,64,Tehran,2024-06-20,New,Desk Lamp,Home Office,32,29,29,2025,3,March,Q1,2025-03,11,Repeat Customer
527493,106516,2025-04-07,2004,1,20,CardToCard,Completed,32,Tehran,2024-08-02,New,Power Bank,Electronics,35,28,28,2025,4,April,Q2,2025-04,5,Repeat Customer
527494,109917,2026-05-30,2015,2,10,Wallet,Completed,21,Karaj,2023-03-17,Regular,Bluetooth Speaker,Electronics,58,104,104,2026,5,May,Q2,2026-05,4,Repeat Customer
527495,102265,2025-01-21,2004,1,0,CardToCard,Completed,23,Shiraz,2025-06-15,Regular,Power Bank,Electronics,35,35,35,2025,1,January,Q1,2025-01,3,Repeat Customer
527497,102240,2025-07-11,2001,5,15,Wallet,Completed,60,Ahvaz,2025-05-28,New,Wireless Mouse,Electronics,18,76,76,2025,7,July,Q3,2025-07,8,Repeat Customer
527498,100961,2025-08-04,2003,2,10,Gateway,Completed,25,Tehran,2023-12-27,Regular,USB-C Cable,Accessories,9,16,16,2025,8,August,Q3,2025-08,2,Repeat Customer
527499,101717,2026-04-12,2003,3,10,Wallet,Completed,49,Karaj,2023-05-12,New,USB-C Cable,Accessories,9,24,24,2026,4,April,Q2,2026-04,6,Repeat Customer
527500,106323,2024-10-31,2017,1,30,Gateway,Completed,23,Shiraz,2023-05-18,Regular,HDMI Cable,Accessories,11,8,8,2024,10,October,Q4,2024-10,9,Repeat Customer
527501,103808,2025-03-16,2013,2,20,Gateway,Completed,25,Qom,2025-07-31,Regular,Notebook,Stationery,7,11,11,2025,3,March,Q1,2025-03,7,Repeat Customer
527502,104826,2025-06-23,2017,1,0,Wallet,Completed,38,Tehran,2023-01-07,Regular,HDMI Cable,Accessories,11,11,11,2025,6,June,Q2,2025-06,6,Repeat Customer
527503,102773,2025-09-04,2003,1,15,Wallet,Completed,27,Tehran,2023-01-15,New,USB-C Cable,Accessories,9,8,8,2025,9,September,Q3,2025-09,7,Repeat Customer
527504,106789,2024-02-04,2008,2,0,Gateway,Completed,29,Karaj,2025-05-06,New,Phone Case,Accessories,14,28,28,2024,2,February,Q1,2024-02,4,Repeat Customer
527505,105427,2026-02-24,2017,5,5,Gateway,Completed,57,Tehran,2025-06-03,Regular,HDMI Cable,Accessories,11,52,52,2026,2,February,Q1,2026-02,4,Repeat Customer
527506,109404,2024-06-02,2010,2,10,Gateway,Completed,39,Karaj,2025-01-24,VIP,Fitness Band,Wearables,55,99,99,2024,6,June,Q2,2024-06,9,Repeat Customer
527507,104957,2024-07-13,2008,2,5,Wallet,Completed,25,Karaj,2025-12-04,New,Phone Case,Accessories,14,27,27,2024,7,July,Q3,2024-07,6,Repeat Customer
527508,100907,2025-08-23,2020,3,5,Gateway,Completed,37,Tabriz,2023-10-05,Regular,Gaming Controller,Gaming,68,194,194,2025,8,August,Q3,2025-08,8,Repeat Customer
527509,108053,2024-06-21,2009,3,20,Wallet,Completed,38,Tehran,2025-08-29,New,Smart Watch,Wearables,120,288,288,2024,6,June,Q2,2024-06,9,Repeat Customer
527510,105541,2024-04-25,2006,1,5,Wallet,Completed,31,Rasht,2025-08-14,New,Webcam,Electronics,48,46,46,2024,4,April,Q2,2024-04,6,Repeat Customer
527511,102569,2026-04-27,2003,5,0,Wallet,Completed,36,Rasht,2025-03-12,VIP,USB-C Cable,Accessories,9,45,45,2026,4,April,Q2,2026-04,5,Repeat Customer
527512,100692,2025-07-09,2003,1,0,Wallet,Completed,56,Tehran,2025-11-16,New,USB-C Cable,Accessories,9,9,9,2025,7,July,Q3,2025-07,5,Repeat Customer
527513,102979,2026-04-25,2017,2,10,Gateway,Completed,31,Rasht,2024-05-25,New,HDMI Cable,Accessories,11,20,20,2026,4,April,Q2,2026-04,5,Repeat Customer
527514,103720,2024-02-24,2003,2,0,Cash,Completed,30,Tehran,2025-06-12,Regular,USB-C Cable,Accessories,9,18,18,2024,2,February,Q1,2024-02,9,Repeat Customer
527515,101754,2024-01-31,2017,2,5,Wallet,Completed,36,Rasht,2025-09-11,New,HDMI Cable,Accessories,11,21,21,2024,1,January,Q1,2024-01,3,Repeat Customer
527516,104507,2024-08-29,2008,3,0,Cash,Completed,31,Shiraz,2025-03-06,Regular,Phone Case,Accessories,14,42,42,2024,8,August,Q3,2024-08,4,Repeat Customer
527517,105864,2024-02-03,2001,4,0,Gateway,Completed,27,Tehran,2024-03-21,Regular,Wireless Mouse,Electronics,18,72,72,2024,2,February,Q1,2024-02,6,Repeat Customer
527518,100849,2025-01-13,2011,1,20,Gateway,Cancelled,57,Tehran,2024-05-28,New,Desk Lamp,Home Office,32,26,26,2025,1,January,Q1,2025-01,7,Repeat Customer
527519,100036,2026-05-13,2004,1,0,Gateway,Completed,21,Tehran,2025-08-04,Regular,Power Bank,Electronics,35,35,35,2026,5,May,Q2,2026-05,5,Repeat Customer
527520,102433,2024-11-04,2008,2,15,Gateway,Completed,25,Karaj,2025-05-31,Regular,Phone Case,Accessories,14,24,24,2024,11,November,Q4,2024-11,10,Repeat Customer
527521,108637,2025-09-24,2018,1,15,Gateway,Completed,18,Tehran,2025-03-11,VIP,Microphone,Electronics,85,72,72,2025,9,September,Q3,2025-09,5,Repeat Customer
527522,105723,2025-07-12,2013,1,0,Gateway,Completed,50,Tehran,2025-02-15,Regular,Notebook,Stationery,7,7,7,2025,7,July,Q3,2025-07,3,Repeat Customer
527523,104866,2024-01-28,2017,2,20,Cash,Completed,46,Isfahan,2023-07-16,Regular,HDMI Cable,Accessories,11,18,18,2024,1,January,Q1,2024-01,8,Repeat Customer
527524,102256,2024-07-19,2009,1,20,Gateway,Completed,50,Tehran,2023-11-26,Regular,Smart Watch,Wearables,120,96,96,2024,7,July,Q3,2024-07,5,Repeat Customer
527525,105864,2025-06-28,2013,1,0,Gateway,Completed,27,Tehran,2024-03-21,Regular,Notebook,Stationery,7,7,7,2025,6,June,Q2,2025-06,6,Repeat Customer
527526,107198,2024-03-20,2006,1,0,Wallet,Completed,63,Tehran,2023-06-12,Regular,Webcam,Electronics,48,48,48,2024,3,March,Q1,2024-03,3,Repeat Customer
527527,102501,2025-01-30,2005,1,0,Gateway,Completed,51,Isfahan,2025-09-27,Regular,Laptop Stand,Accessories,28,28,28,2025,1,January,Q1,2025-01,9,Repeat Customer
527528,106666,2025-08-08,2001,4,0,CardToCard,Completed,19,Tabriz,2024-01-17,Regular,Wireless Mouse,Electronics,18,72,72,2025,8,August,Q3,2025-08,3,Repeat Customer
527529,101255,2024-10-20,2017,2,0,Wallet,Completed,49,Rasht,2025-04-30,Regular,HDMI Cable,Accessories,11,22,22,2024,10,October,Q4,2024-10,11,Repeat Customer
527530,104975,2024-09-26,2013,1,0,Wallet,Completed,56,Tabriz,2024-01-27,Regular,Notebook,Stationery,7,7,7,2024,9,September,Q3,2024-09,3,Repeat Customer
527531,106967,2025-09-16,2011,4,5,CardToCard,Completed,61,Karaj,2024-06-13,Regular,Desk Lamp,Home Office,32,122,122,2025,9,September,Q3,2025-09,5,Repeat Customer
527532,105592,2024-12-27,2002,1,10,CardToCard,Completed,45,Qom,2024-07-14,Regular,Mechanical Keyboard,Electronics,62,56,56,2024,12,December,Q4,2024-12,7,Repeat Customer
527533,109728,2025-04-04,2003,1,0,Gateway,Completed,55,Tehran,2025-11-29,Regular,USB-C Cable,Accessories,9,9,9,2025,4,April,Q2,2025-04,7,Repeat Customer
527534,103232,2024-06-21,2010,2,10,CardToCard,Completed,28,Tehran,2025-06-20,Regular,Fitness Band,Wearables,55,99,99,2024,6,June,Q2,2024-06,4,Repeat Customer
527535,100482,2025-11-13,2020,1,0,Gateway,Completed,57,Tehran,2024-10-23,New,Gaming Controller,Gaming,68,68,68,2025,11,November,Q4,2025-11,6,Repeat Customer
527536,105495,2025-06-02,2017,2,0,Gateway,Completed,55,Rasht,2024-08-28,New,HDMI Cable,Accessories,11,22,22,2025,6,June,Q2,2025-06,2,Repeat Customer
527537,109713,2026-05-27,2005,2,5,CardToCard,Completed,42,Rasht,2024-10-09,Regular,Laptop Stand,Accessories,28,53,53,2026,5,May,Q2,2026-05,5,Repeat Customer
527538,103214,2025-10-15,2003,1,0,Gateway,Completed,64,Tabriz,2025-11-17,New,USB-C Cable,Accessories,9,9,9,2025,10,October,Q4,2025-10,6,Repeat Customer
527539,108048,2025-06-01,2007,1,30,Wallet,Completed,61,Tabriz,2024-07-17,New,Headphones,Electronics,75,52,52,2025,6,June,Q2,2025-06,10,Repeat Customer
527540,109069,2025-06-14,2013,1,0,Wallet,Completed,42,Tabriz,2023-06-14,VIP,Notebook,Stationery,7,7,7,2025,6,June,Q2,2025-06,6,Repeat Customer
527541,101833,2024-10-14,2001,3,0,Gateway,Completed,46,Tehran,2023-12-21,Regular,Wireless Mouse,Electronics,18,54,54,2024,10,October,Q4,2024-10,6,Repeat Customer
527542,100834,2025-01-19,2006,1,30,Cash,Completed,24,Tabriz,2024-04-15,Regular,Webcam,Electronics,48,34,34,2025,1,January,Q1,2025-01,11,Repeat Customer
527543,103160,2025-08-04,2007,4,0,Gateway,Completed,59,Mashhad,2023-02-13,New,Headphones,Electronics,75,300,300,2025,8,August,Q3,2025-08,8,Repeat Customer
527544,102034,2025-03-21,2017,1,0,Cash,Completed,50,Tehran,2023-01-04,Regular,HDMI Cable,Accessories,11,11,11,2025,3,March,Q1,2025-03,3,Repeat Customer
527545,109879,2026-05-03,2004,1,5,Gateway,Completed,43,Tehran,2025-07-26,Regular,Power Bank,Electronics,35,33,33,2026,5,May,Q2,2026-05,3,Repeat Customer
527546,102521,2025-04-23,2006,1,0,Wallet,Completed,39,Tehran,2023-11-10,New,Webcam,Electronics,48,48,48,2025,4,April,Q2,2025-04,3,Repeat Customer
527547,108982,2024-01-12,2003,2,10,Gateway,Completed,43,Tehran,2024-05-08,Regular,USB-C Cable,Accessories,9,16,16,2024,1,January,Q1,2024-01,9,Repeat Customer
527548,107878,2024-04-19,2014,2,5,Cash,Completed,41,Tehran,2023-10-13,Regular,Backpack,Accessories,42,80,80,2024,4,April,Q2,2024-04,3,Repeat Customer
527549,109225,2024-02-10,2011,1,0,Wallet,Completed,21,Isfahan,2023-01-11,Regular,Desk Lamp,Home Office,32,32,32,2024,2,February,Q1,2024-02,3,Repeat Customer
527550,104522,2026-02-27,2007,1,0,Gateway,Completed,51,Tabriz,2024-11-10,New,Headphones,Electronics,75,75,75,2026,2,February,Q1,2026-02,7,Repeat Customer
527551,106678,2024-09-29,2007,2,15,Gateway,Completed,32,Rasht,2025-06-04,Regular,Headphones,Electronics,75,128,128,2024,9,September,Q3,2024-09,5,Repeat Customer
527552,105552,2025-12-23,2001,2,0,Gateway,Completed,35,Tehran,2023-10-23,New,Wireless Mouse,Electronics,18,36,36,2025,12,December,Q4,2025-12,12,Repeat Customer
527553,104923,2025-01-19,2014,3,0,Gateway,Completed,44,Shiraz,2024-02-04,Regular,Backpack,Accessories,42,126,126,2025,1,January,Q1,2025-01,4,Repeat Customer
527554,102955,2026-03-21,2013,1,0,Gateway,Completed,31,Ahvaz,2025-05-21,Regular,Notebook,Stationery,7,7,7,2026,3,March,Q1,2026-03,4,Repeat Customer
527555,102130,2025-02-20,2001,1,5,Gateway,Completed,33,Mashhad,2024-01-16,Regular,Wireless Mouse,Electronics,18,17,17,2025,2,February,Q1,2025-02,5,Repeat Customer
527556,102689,2026-01-13,2001,1,5,Wallet,Returned,48,Mashhad,2024-03-03,New,Wireless Mouse,Electronics,18,17,17,2026,1,January,Q1,2026-01,5,Repeat Customer
527557,102873,2025-08-03,2013,2,10,Gateway,Completed,57,Tehran,2023-01-29,VIP,Notebook,Stationery,7,13,13,2025,8,August,Q3,2025-08,3,Repeat Customer
527558,106486,2024-08-18,2014,3,0,Gateway,Completed,62,Shiraz,2024-05-28,New,Backpack,Accessories,42,126,126,2024,8,August,Q3,2024-08,4,Repeat Customer
527559,100726,2025-05-13,2002,2,0,Gateway,Completed,23,Ahvaz,2025-01-02,Regular,Mechanical Keyboard,Electronics,62,124,124,2025,5,May,Q2,2025-05,6,Repeat Customer
527560,106862,2024-08-19,2014,2,0,Gateway,Completed,45,Kerman,2024-11-26,Regular,Backpack,Accessories,42,84,84,2024,8,August,Q3,2024-08,5,Repeat Customer
527561,106941,2024-06-21,2013,4,5,Gateway,Completed,57,Shiraz,2025-03-31,New,Notebook,Stationery,7,27,27,2024,6,June,Q2,2024-06,8,Repeat Customer
527562,105182,2024-10-02,2011,1,5,Gateway,Completed,54,Tabriz,2025-02-22,New,Desk Lamp,Home Office,32,30,30,2024,10,October,Q4,2024-10,6,Repeat Customer
527563,108815,2024-09-13,2002,2,0,CardToCard,Completed,40,Shiraz,2025-06-26,Regular,Mechanical Keyboard,Electronics,62,124,124,2024,9,September,Q3,2024-09,10,Repeat Customer
527564,107038,2025-03-05,2003,1,0,CardToCard,Completed,44,Shiraz,2024-12-17,Regular,USB-C Cable,Accessories,9,9,9,2025,3,March,Q1,2025-03,6,Repeat Customer
527566,107732,2026-05-20,2011,3,0,Gateway,Completed,33,Tehran,2023-05-19,Regular,Desk Lamp,Home Office,32,96,96,2026,5,May,Q2,2026-05,8,Repeat Customer
527567,105411,2025-02-09,2007,1,15,Cash,Completed,19,Isfahan,2025-11-13,Regular,Headphones,Electronics,75,64,64,2025,2,February,Q1,2025-02,10,Repeat Customer
527568,101018,2025-10-19,2013,2,0,CardToCard,Completed,41,Qom,2023-04-30,Regular,Notebook,Stationery,7,14,14,2025,10,October,Q4,2025-10,5,Repeat Customer
527569,106853,2025-02-28,2006,1,0,Wallet,Completed,50,Mashhad,2025-02-21,New,Webcam,Electronics,48,48,48,2025,2,February,Q1,2025-02,6,Repeat Customer
527570,102348,2025-01-10,2001,1,0,Gateway,Completed,54,Isfahan,2023-03-16,VIP,Wireless Mouse,Electronics,18,18,18,2025,1,January,Q1,2025-01,6,Repeat Customer
527571,100632,2024-12-22,2013,1,0,Gateway,Returned,33,Tehran,2024-08-17,Regular,Notebook,Stationery,7,7,7,2024,12,December,Q4,2024-12,7,Repeat Customer
527572,106218,2026-01-26,2013,2,0,Gateway,Cancelled,26,Mashhad,2024-10-14,Regular,Notebook,Stationery,7,14,14,2026,1,January,Q1,2026-01,2,Repeat Customer
527573,102901,2024-05-06,2001,2,5,Gateway,Completed,42,Mashhad,2023-11-26,New,Wireless Mouse,Electronics,18,34,34,2024,5,May,Q2,2024-05,6,Repeat Customer
527574,108739,2024-09-07,2013,3,15,Cash,Completed,52,Rasht,2025-06-25,Regular,Notebook,Stationery,7,18,18,2024,9,September,Q3,2024-09,10,Repeat Customer
527575,103917,2025-09-14,2008,3,0,Gateway,Completed,21,Shiraz,2023-11-03,New,Phone Case,Accessories,14,42,42,2025,9,September,Q3,2025-09,4,Repeat Customer
527576,108113,2024-09-12,2011,2,0,Gateway,Completed,26,Tehran,2024-10-26,New,Desk Lamp,Home Office,32,64,64,2024,9,September,Q3,2024-09,2,Repeat Customer
527577,108340,2024-01-03,2003,2,0,Gateway,Cancelled,40,Tehran,2024-07-10,Regular,USB-C Cable,Accessories,9,18,18,2024,1,January,Q1,2024-01,4,Repeat Customer
527578,105830,2024-07-06,2014,1,20,CardToCard,Completed,39,Isfahan,2024-05-27,Regular,Backpack,Accessories,42,34,34,2024,7,July,Q3,2024-07,3,Repeat Customer
527579,102695,2024-01-26,2007,1,5,Wallet,Returned,62,Tehran,2024-01-25,Regular,Headphones,Electronics,75,71,71,2024,1,January,Q1,2024-01,7,Repeat Customer
527580,104438,2024-09-09,2017,1,0,Wallet,Completed,63,Karaj,2023-04-01,New,HDMI Cable,Accessories,11,11,11,2024,9,September,Q3,2024-09,7,Repeat Customer
527581,100944,2024-10-09,2008,2,0,Gateway,Completed,40,Qom,2024-03-15,Regular,Phone Case,Accessories,14,28,28,2024,10,October,Q4,2024-10,6,Repeat Customer
527582,100324,2026-05-02,2014,2,0,Wallet,Completed,61,Tehran,2023-10-01,Regular,Backpack,Accessories,42,84,84,2026,5,May,Q2,2026-05,7,Repeat Customer
527583,100419,2025-11-29,2011,4,15,Gateway,Completed,32,Tehran,2025-01-25,New,Desk Lamp,Home Office,32,109,109,2025,11,November,Q4,2025-11,4,Repeat Customer
527584,109218,2024-04-15,2015,3,0,Gateway,Completed,23,Tabriz,2023-08-24,New,Bluetooth Speaker,Electronics,58,174,174,2024,4,April,Q2,2024-04,7,Repeat Customer
527585,101312,2024-04-16,2007,2,0,CardToCard,Completed,34,Ahvaz,2024-10-27,Regular,Headphones,Electronics,75,150,150,2024,4,April,Q2,2024-04,2,Repeat Customer
527586,107445,2026-06-27,2013,4,0,CardToCard,Completed,50,Isfahan,2024-03-06,New,Notebook,Stationery,7,28,28,2026,6,June,Q2,2026-06,5,Repeat Customer
527587,109466,2025-08-03,2019,1,5,Cash,Completed,34,Tabriz,2023-12-11,Regular,Tablet,Electronics,260,247,247,2025,8,August,Q3,2025-08,7,Repeat Customer
527588,102842,2025-06-24,2004,4,5,Wallet,Completed,51,Tehran,2025-12-16,Regular,Power Bank,Electronics,35,133,133,2025,6,June,Q2,2025-06,6,Repeat Customer
527589,102065,2025-05-23,2008,3,10,Gateway,Completed,46,Mashhad,2025-09-19,Regular,Phone Case,Accessories,14,38,38,2025,5,May,Q2,2025-05,14,Repeat Customer
527590,105058,2024-05-09,2017,1,5,Wallet,Completed,57,Mashhad,2024-04-06,Regular,HDMI Cable,Accessories,11,10,10,2024,5,May,Q2,2024-05,7,Repeat Customer
527591,105996,2024-08-16,2011,1,10,CardToCard,Completed,28,Qom,2024-10-13,New,Desk Lamp,Home Office,32,29,29,2024,8,August,Q3,2024-08,9,Repeat Customer
527592,102392,2025-01-08,2015,1,20,Gateway,Completed,27,Tehran,2024-09-22,Regular,Bluetooth Speaker,Electronics,58,46,46,2025,1,January,Q1,2025-01,4,Repeat Customer
527593,104486,2025-01-20,2011,1,0,Gateway,Completed,35,Tehran,2023-05-03,New,Desk Lamp,Home Office,32,32,32,2025,1,January,Q1,2025-01,6,Repeat Customer
527594,109156,2026-05-24,2013,2,0,Gateway,Completed,21,Qom,2024-11-19,Regular,Notebook,Stationery,7,14,14,2026,5,May,Q2,2026-05,6,Repeat Customer
527595,104630,2024-02-07,2002,1,5,Gateway,Completed,34,Tabriz,2024-07-09,New,Mechanical Keyboard,Electronics,62,59,59,2024,2,February,Q1,2024-02,6,Repeat Customer
527596,104485,2024-01-13,2011,5,0,Gateway,Completed,40,Karaj,2024-04-06,Regular,Desk Lamp,Home Office,32,160,160,2024,1,January,Q1,2024-01,2,Repeat Customer
527597,102872,2026-03-14,2005,1,0,Wallet,Completed,64,Tehran,2025-02-15,Regular,Laptop Stand,Accessories,28,28,28,2026,3,March,Q1,2026-03,5,Repeat Customer
527598,108539,2026-01-28,2013,1,0,CardToCard,Completed,19,Tehran,2025-07-25,Regular,Notebook,Stationery,7,7,7,2026,1,January,Q1,2026-01,3,Repeat Customer
527599,109433,2024-09-07,2007,1,10,Gateway,Completed,58,Qom,2024-12-14,VIP,Headphones,Electronics,75,68,68,2024,9,September,Q3,2024-09,9,Repeat Customer
527600,106199,2024-10-04,2013,2,0,Wallet,Completed,25,Tehran,2023-03-16,Regular,Notebook,Stationery,7,14,14,2024,10,October,Q4,2024-10,2,Repeat Customer
527601,102245,2025-05-26,2003,1,0,Wallet,Completed,52,Isfahan,2024-05-19,Regular,USB-C Cable,Accessories,9,9,9,2025,5,May,Q2,2025-05,4,Repeat Customer
527602,105253,2024-06-23,2008,1,10,Gateway,Completed,52,Rasht,2024-12-01,Regular,Phone Case,Accessories,14,13,13,2024,6,June,Q2,2024-06,4,Repeat Customer
527603,101478,2026-01-26,2008,4,30,Wallet,Completed,36,Isfahan,2023-05-12,New,Phone Case,Accessories,14,39,39,2026,1,January,Q1,2026-01,7,Repeat Customer
527604,109068,2024-08-20,2006,1,0,Wallet,Completed,41,Karaj,2025-03-04,Regular,Webcam,Electronics,48,48,48,2024,8,August,Q3,2024-08,4,Repeat Customer
527605,109245,2024-02-21,2011,2,0,Wallet,Completed,54,Mashhad,2024-12-16,Regular,Desk Lamp,Home Office,32,64,64,2024,2,February,Q1,2024-02,9,Repeat Customer
527606,101383,2025-04-05,2017,1,30,Gateway,Cancelled,34,Tabriz,2025-08-28,New,HDMI Cable,Accessories,11,8,8,2025,4,April,Q2,2025-04,5,Repeat Customer
